9.100000000000000000e+01,4.899999999999999911e-01,1.120000000000000000e+02,5.802000000000000000e+03
7.100000000000000000e+01,2.399999999999999911e-01,5.600000000000000000e+01,9.670000000000000000e+03
5.000000000000000000e+00,4.299999999999999933e-01,7.800000000000000000e+01,9.670000000000000000e+03
8.700000000000000000e+01,4.899999999999999911e-01,1.440000000000000000e+02,9.670000000000000000e+03
9.700000000000000000e+01,2.899999999999999800e-01,1.180000000000000000e+02,8.703000000000000000e+03
8.100000000000000000e+01,4.100000000000000311e-01,6.600000000000000000e+01,4.835000000000000000e+03
1.000000000000000000e+00,4.600000000000000200e-01,1.200000000000000000e+02,8.703000000000000000e+03
8.000000000000000000e+00,3.099999999999999978e-01,5.600000000000000000e+01,6.769000000000000000e+03
1.800000000000000000e+01,3.300000000000000155e-01,7.400000000000000000e+01,8.703000000000000000e+03
8.600000000000000000e+01,2.600000000000000089e-01,9.400000000000000000e+01,9.670000000000000000e+03
1.800000000000000000e+01,4.199999999999999845e-01,7.800000000000000000e+01,4.835000000000000000e+03
6.800000000000000000e+01,2.899999999999999800e-01,1.300000000000000000e+02,7.736000000000000000e+03
7.100000000000000000e+01,2.200000000000000011e-01,4.800000000000000000e+01,1.063700000000000000e+04
6.800000000000000000e+01,3.800000000000000044e-01,2.800000000000000000e+01,5.802000000000000000e+03
6.000000000000000000e+00,2.899999999999999800e-01,6.600000000000000000e+01,9.670000000000000000e+03
6.000000000000000000e+01,2.999999999999999889e-01,8.400000000000000000e+01,7.736000000000000000e+03
1.700000000000000000e+01,4.700000000000000289e-01,1.580000000000000000e+02,1.063700000000000000e+04
4.500000000000000000e+01,3.800000000000000044e-01,2.400000000000000000e+01,8.703000000000000000e+03
3.000000000000000000e+00,2.899999999999999800e-01,1.180000000000000000e+02,3.868000000000000000e+03
6.500000000000000000e+01,2.800000000000000266e-01,2.800000000000000000e+01,8.703000000000000000e+03
9.500000000000000000e+01,4.899999999999999911e-01,7.800000000000000000e+01,8.703000000000000000e+03
3.600000000000000000e+01,2.899999999999999800e-01,1.160000000000000000e+02,4.835000000000000000e+03
9.100000000000000000e+01,2.000000000000000111e-01,7.200000000000000000e+01,8.703000000000000000e+03
8.000000000000000000e+01,3.099999999999999978e-01,1.420000000000000000e+02,8.703000000000000000e+03
9.500000000000000000e+01,3.599999999999999867e-01,1.540000000000000000e+02,7.736000000000000000e+03
6.200000000000000000e+01,4.100000000000000311e-01,9.600000000000000000e+01,6.769000000000000000e+03
4.300000000000000000e+01,4.799999999999999822e-01,1.500000000000000000e+02,8.703000000000000000e+03
3.000000000000000000e+01,3.599999999999999867e-01,1.060000000000000000e+02,5.802000000000000000e+03
7.400000000000000000e+01,3.599999999999999867e-01,9.800000000000000000e+01,5.802000000000000000e+03
6.800000000000000000e+01,4.100000000000000311e-01,2.000000000000000000e+01,5.802000000000000000e+03
2.400000000000000000e+01,4.700000000000000289e-01,1.360000000000000000e+02,7.736000000000000000e+03
8.400000000000000000e+01,4.000000000000000222e-01,7.800000000000000000e+01,6.769000000000000000e+03
3.900000000000000000e+01,3.800000000000000044e-01,2.000000000000000000e+01,3.868000000000000000e+03
9.000000000000000000e+01,3.099999999999999978e-01,1.580000000000000000e+02,1.063700000000000000e+04
9.200000000000000000e+01,2.000000000000000111e-01,4.200000000000000000e+01,3.868000000000000000e+03
8.100000000000000000e+01,3.400000000000000244e-01,1.400000000000000000e+02,5.802000000000000000e+03
3.300000000000000000e+01,4.299999999999999933e-01,1.220000000000000000e+02,5.802000000000000000e+03
9.400000000000000000e+01,2.700000000000000178e-01,3.800000000000000000e+01,8.703000000000000000e+03
3.100000000000000000e+01,4.199999999999999845e-01,3.800000000000000000e+01,3.868000000000000000e+03
2.200000000000000000e+01,3.800000000000000044e-01,6.400000000000000000e+01,6.769000000000000000e+03
4.400000000000000000e+01,3.699999999999999956e-01,7.200000000000000000e+01,4.835000000000000000e+03
7.500000000000000000e+01,3.500000000000000333e-01,3.200000000000000000e+01,1.063700000000000000e+04
9.200000000000000000e+01,3.900000000000000133e-01,5.400000000000000000e+01,6.769000000000000000e+03
7.900000000000000000e+01,4.500000000000000111e-01,2.400000000000000000e+01,3.868000000000000000e+03
2.000000000000000000e+00,3.500000000000000333e-01,2.200000000000000000e+01,5.802000000000000000e+03
1.000000000000000000e+01,2.700000000000000178e-01,9.400000000000000000e+01,1.063700000000000000e+04
5.200000000000000000e+01,3.800000000000000044e-01,5.800000000000000000e+01,1.063700000000000000e+04
6.400000000000000000e+01,2.600000000000000089e-01,6.200000000000000000e+01,7.736000000000000000e+03
9.900000000000000000e+01,2.000000000000000111e-01,4.800000000000000000e+01,9.670000000000000000e+03
4.000000000000000000e+01,4.100000000000000311e-01,9.600000000000000000e+01,6.769000000000000000e+03
5.000000000000000000e+01,2.600000000000000089e-01,2.000000000000000000e+01,9.670000000000000000e+03
5.500000000000000000e+01,3.699999999999999956e-01,1.020000000000000000e+02,3.868000000000000000e+03
1.700000000000000000e+01,2.099999999999999922e-01,9.600000000000000000e+01,7.736000000000000000e+03
6.000000000000000000e+00,2.800000000000000266e-01,1.200000000000000000e+02,9.670000000000000000e+03
7.000000000000000000e+01,2.000000000000000111e-01,4.000000000000000000e+01,4.835000000000000000e+03
5.200000000000000000e+01,2.999999999999999889e-01,5.000000000000000000e+01,6.769000000000000000e+03
2.300000000000000000e+01,3.699999999999999956e-01,1.100000000000000000e+02,7.736000000000000000e+03
1.200000000000000000e+01,4.899999999999999911e-01,4.400000000000000000e+01,5.802000000000000000e+03
2.700000000000000000e+01,3.900000000000000133e-01,1.440000000000000000e+02,4.835000000000000000e+03
4.700000000000000000e+01,3.699999999999999956e-01,1.020000000000000000e+02,6.769000000000000000e+03
1.700000000000000000e+01,3.300000000000000155e-01,7.800000000000000000e+01,4.835000000000000000e+03
3.100000000000000000e+01,2.999999999999999889e-01,5.200000000000000000e+01,3.868000000000000000e+03
1.300000000000000000e+01,2.800000000000000266e-01,5.400000000000000000e+01,9.670000000000000000e+03
7.600000000000000000e+01,2.399999999999999911e-01,1.460000000000000000e+02,8.703000000000000000e+03
8.300000000000000000e+01,4.100000000000000311e-01,7.200000000000000000e+01,8.703000000000000000e+03
9.500000000000000000e+01,3.599999999999999867e-01,7.600000000000000000e+01,9.670000000000000000e+03
6.000000000000000000e+01,4.400000000000000022e-01,5.800000000000000000e+01,1.063700000000000000e+04
8.100000000000000000e+01,2.300000000000000100e-01,1.480000000000000000e+02,4.835000000000000000e+03
5.500000000000000000e+01,3.200000000000000067e-01,8.400000000000000000e+01,6.769000000000000000e+03
5.400000000000000000e+01,4.500000000000000111e-01,3.400000000000000000e+01,7.736000000000000000e+03
4.500000000000000000e+01,2.899999999999999800e-01,1.520000000000000000e+02,3.868000000000000000e+03
1.200000000000000000e+01,2.000000000000000111e-01,1.400000000000000000e+02,7.736000000000000000e+03
